22	22	26	0	-1
253	19	41	0	-1
248	2	254	0	-1
296	2	149	0	-1
68	16	5	0	-1
52	37	50	0	-1
263	3	60	0	-1
10	23	5	0	-1
27	15	144	0	-1
67	24	142	0	-1
95	74	70	0	-1
51	33	52	0	-1
341	78	342	0	-1
85	27	5	0	-1
124	3	57	0	-1
93	3	18	0	-1
134	45	135	0	-1
101	55	113	0	-1
3	4	5	0	-1
21	19	2	0	-1
20	15	68	0	-1
260	29	5	0	-1
2	19	21	0	-1
96	19	68	0	-1
100	6	232	0	-1
44	30	20	0	-1
146	6	147	0	-1
67	19	142	0	-1
246	19	266	0	-1
180	23	181	0	-1
144	76	60	0	-1
5	44	98	0	-1
28	22	222	0	-1
3	16	260	0	-1
16	11	70	0	-1
5	5	7	0	-1
231	34	156	0	-1
243	17	245	0	-1
185	3	184	0	-1
60	2	263	0	-1
9	30	0	0	-1
68	16	97	0	-1
63	30	64	0	-1
223	22	80	0	-1
55	3	57	0	-1
18	6	70	0	-1
5	11	16	0	-1
9	29	43	0	-1
222	22	223	0	-1
253	2	88	0	-1
58	11	62	0	-1
5	28	98	0	-1
100	23	50	0	-1
68	31	5	0	-1
159	16	21	0	-1
222	37	223	0	-1
85	0	219	0	-1
310	16	114	0	-1
2	0	13	0	-1
3	7	2	0	-1
1	56	339	0	-1
2	1	3	0	-1
154	0	5	0	-1
58	16	59	0	-1
100	6	173	0	-1
64	30	63	0	-1
67	24	136	0	-1
103	19	41	0	-1
243	18	244	0	-1
100	23	55	0	-1
5	7	10	0	-1
178	22	179	0	-1
144	3	27	0	-1
63	19	64	0	-1
105	29	104	0	-1
68	31	95	0	-1
144	38	27	0	-1
18	2	93	0	-1
85	0	218	0	-1
150	23	42	0	-1
27	2	144	0	-1
27	16	295	0	-1
2	18	26	0	-1
18	39	70	0	-1
20	15	23	0	-1
295	24	91	0	-1
68	19	96	0	-1
41	19	103	0	-1
82	9	5	0	-1
147	7	146	0	-1
238	11	70	0	-1
74	2	20	0	-1
9	6	3	0	-1
5	11	70	0	-1
248	2	39	0	-1
91	6	16	0	-1
10	70	87	0	-1
52	16	160	0	-1
6	16	24	0	-1
27	24	91	0	-1
2	2	8	0	-1
57	2	124	0	-1
321	15	5	0	-1
60	45	27	0	-1
57	2	55	0	-1
136	24	340	0	-1
149	3	296	0	-1
32	47	4	0	-1
24	13	31	0	-1
87	23	93	0	-1
33	45	54	0	-1
95	6	98	0	-1
50	11	60	0	-1
242	59	238	0	-1
331	18	189	0	-1
44	19	20	0	-1
296	7	305	0	-1
209	17	210	0	-1
125	0	126	0	-1
87	23	16	0	-1
7	39	87	0	-1
9	2	3	0	-1
144	54	193	0	-1
142	6	7	0	-1
2	7	5	0	-1
105	2	104	0	-1
57	50	156	0	-1
136	23	10	0	-1
5	10	81	0	-1
98	28	21	0	-1
50	7	81	0	-1
3	20	24	0	-1
262	17	199	0	-1
253	19	16	0	-1
2	3	32	0	-1
